iter	Logloss
159	0.4195769882
160	0.418818512
161	0.4183894348
162	0.4176687241
163	0.4172558975
164	0.4165453339
165	0.4159911346
166	0.4152272034
167	0.4142449188
168	0.4139348221
169	0.4131782532
170	0.4127731323
171	0.4122444534
172	0.4117677307
173	0.4110015488
174	0.4105635834
175	0.4098325348
176	0.4094097137
177	0.4088141632
178	0.4081371307
179	0.4074564362
180	0.4065641403
181	0.4058248138
182	0.4053412628
183	0.4048764801
184	0.4039067078
185	0.403098526
186	0.4026901627
187	0.4019480133
188	0.401584053
189	0.4012194824
190	0.4004682922
191	0.3994917297
192	0.398806076
193	0.3984805298
194	0.3976382446
195	0.3972231293
196	0.3966910934
197	0.3961152649
198	0.3953730774
199	0.3945690155
200	0.3939613342
201	0.3936599731
202	0.3930634308
203	0.3924069977
204	0.3916585159
205	0.3910925674
206	0.3905963898
207	0.3900751495
208	0.3897373581
209	0.3894072723
210	0.3886213684
211	0.3883278275
212	0.3879165649
213	0.3874082947
214	0.3871266937
215	0.386463356
216	0.3860131454
217	0.3855909729
218	0.3851195526
219	0.3845193863
220	0.3841926193
221	0.3837068558
222	0.3833097076
223	0.3828538132
224	0.3823872375
225	0.3817337036
226	0.3811660004
227	0.3806139755
228	0.3802365112
229	0.3797943115
230	0.3796257019
231	0.3791482544
232	0.3787012482
233	0.3783811569
234	0.3780220795
235	0.3773470306
236	0.3765789032
237	0.3762095261
238	0.3754221344
239	0.3749703598
240	0.3744896698
241	0.3738620377
242	0.3733080292
243	0.3727544403
244	0.3720925522
245	0.371601181
246	0.3707781601
247	0.3705434799
248	0.3700996017
249	0.3697490692
250	0.3694138718
251	0.3688731384
252	0.3683953857
253	0.3678323364
254	0.3673200989
255	0.3669187927
256	0.3662333679
257	0.3657690811
258	0.3654009628
259	0.3647818756
260	0.3640995789
261	0.3635480118
262	0.3629257584
263	0.3626202011
264	0.3622325897
265	0.3618687439
266	0.3612426758
267	0.3608665466
268	0.3601796341
269	0.3598164368
270	0.3594248199
271	0.3590145493
272	0.3585826874
273	0.3580633926
274	0.3577612686
275	0.3572618103
276	0.3570825958
277	0.3567060852
278	0.3565013123
279	0.3560515594
280	0.3556056976
281	0.3552920532
282	0.3549443817
283	0.354458313
284	0.3542149353
285	0.3539325333
286	0.353518219
287	0.3531447601
288	0.3528507233
289	0.3523202515
290	0.352097168
291	0.3517824936
292	0.3513772964
293	0.3511062622
294	0.3507459259
295	0.3503627777
296	0.3499258041
297	0.3492953873
298	0.3489490891
299	0.3485946655
300	0.3483050156
301	0.3478084946
302	0.3473814011
303	0.3468595886
304	0.346348114
305	0.3461143112
306	0.3457580566
307	0.345265274
308	0.3448444366
309	0.3443860626
310	0.344118576
311	0.3435699463
312	0.343260498
313	0.3428064346
314	0.3425185394
315	0.3420780945
316	0.3417664337
317	0.3412549591
318	0.3408106613
319	0.3403747559
320	0.3400298309
321	0.3394929504
322	0.3390596008
323	0.3387561035
324	0.3384054184
325	0.3380908966
326	0.3377128601
327	0.3373376465
328	0.3369432068
329	0.3365127182
330	0.336247406
331	0.3357504654
332	0.3355172729
333	0.3351237106
334	0.3347680664
335	0.3343634033
336	0.3340020752
337	0.3335390854
338	0.3332479095
339	0.3327764893
340	0.3323648453
341	0.3319364166
342	0.3316096497
343	0.3312348938
344	0.3309867477
345	0.3306661987
346	0.3302878571
347	0.3299821472
348	0.3293785858
349	0.3290858459
350	0.3287892151
351	0.3283636475
352	0.3281602859
353	0.3275490952
354	0.3273436737
355	0.3270557022
356	0.3266104889
357	0.3262350464
358	0.3260461426
359	0.3257704163
360	0.3253091049
361	0.3248357773
362	0.3243907166
363	0.3240871429
364	0.3237614822
365	0.3235243225
366	0.3232530594
367	0.3230202103
368	0.3227069855
369	0.3224297333
370	0.321952095
371	0.3215265656
372	0.3213222504
373	0.3209450531
374	0.3207038116
375	0.3203002167
376	0.319937973
377	0.3196312141
378	0.3192013359
379	0.3188477135
380	0.3185791016
381	0.318302269
382	0.3179554749
383	0.3176631165
384	0.3171482468
385	0.3169152832
386	0.316679287
387	0.3165394592
388	0.3163094521
389	0.3156675911
390	0.3153430176
391	0.3149534035
392	0.3145236206
393	0.3142475128
394	0.3137020683
395	0.3131749535
396	0.3128807068
397	0.3126298714
398	0.312325325
399	0.3117937469
400	0.3113403702
401	0.3110541916
402	0.3108453751
403	0.3105253029
404	0.3101727104
405	0.309678669
406	0.3092658997
407	0.3089445496
408	0.3086983109
409	0.3083720589
410	0.3082292557
411	0.3079309845
412	0.3076168251
413	0.3072402954
414	0.3067509651
415	0.3064789581
416	0.306158371
417	0.3057998466
418	0.3055776024
419	0.3052346611
420	0.3049444771
421	0.3044155502
422	0.3041129303
423	0.3038009071
424	0.303484726
425	0.3032192802
426	0.3028173828
427	0.3025793648
428	0.3022178841
429	0.3016908264
430	0.3015105438
431	0.3011524773
432	0.3007118607
433	0.300428772
434	0.3001915359
435	0.2999791527
436	0.2997708893
437	0.2994685364
438	0.2991052628
439	0.2986783981
440	0.2982575226
441	0.2979732132
442	0.2977092743
443	0.2972177315
444	0.2968990707
445	0.2966364861
446	0.296344223
447	0.2959217644
448	0.2956541252
449	0.2952610397
450	0.2949094582
451	0.294641819
452	0.2943677711
453	0.2939566994
454	0.2936986923
455	0.2934989929
456	0.2930895996
457	0.2927238083
458	0.2923406982
459	0.2920671654
460	0.2918988037
461	0.2915422058
462	0.2910897827
463	0.2906861115
464	0.2902368355
465	0.2898049927
466	0.2894662666
467	0.2892834854
468	0.2889937973
469	0.28879879
470	0.2885404968
471	0.28810009
472	0.2877524567
473	0.2874871826
474	0.2871468353
475	0.2869023514
476	0.2865280533
477	0.2862473488
478	0.2859246445
479	0.2857014656
480	0.2853433228
481	0.285007
482	0.2848247528
483	0.2846826553
484	0.2844108963
485	0.2840237999
486	0.283717556
487	0.2834609604
488	0.2831401634
489	0.2828466797
490	0.2825387192
491	0.2823852539
492	0.2819504547
493	0.281699791
494	0.2813715172
495	0.2809919357
496	0.2807904434
497	0.2805754089
498	0.2803126907
499	0.28005867
500	0.2796810913
501	0.2795384789
502	0.2792896271
503	0.2789603806
504	0.2786688995
505	0.278380127
506	0.2781354523
507	0.277914238
508	0.2776605225
509	0.2773781776
510	0.2769677925
511	0.27670681
512	0.276590004
513	0.275976696
514	0.2756428528
515	0.2752611542
516	0.2749803162
517	0.2745962906
518	0.2743401146
519	0.2740257645
520	0.2736722183
521	0.2732979774
522	0.273176136
523	0.2729415703
524	0.2724267769
525	0.2721559525
526	0.2718453979
527	0.2715453529
528	0.2710572433
529	0.2707421112
530	0.270369072
531	0.2699984741
532	0.2697889137
533	0.2695515823
534	0.2691977692
535	0.2688237
536	0.2686526108
537	0.2685011673
538	0.2682034683
539	0.2679047775
540	0.2677766228
541	0.2675240707
542	0.2671475029
543	0.266871357
544	0.2666368484
545	0.2663447189
546	0.2660433197
547	0.2657756805
548	0.2655524826
549	0.2652957153
550	0.2649346924
551	0.2645973396
552	0.2643636131
553	0.2640392685
554	0.2638651466
555	0.2636109734
556	0.2634159851
557	0.2631996536
558	0.2630095291
559	0.2627814484
560	0.2626073456
561	0.2622377777
562	0.2620471191
563	0.2616788864
564	0.2614366913
565	0.2612572861
566	0.2609532928
567	0.2605988693
568	0.2600655556
569	0.2596923256
570	0.2594076729
571	0.2592045593
572	0.2589037132
573	0.2585463333
574	0.2583263016
575	0.2579350662
576	0.257683506
577	0.2574539566
578	0.2572184753
579	0.2569661713
580	0.2566805649
581	0.2564435959
582	0.2562861633
583	0.2560890961
584	0.2558220482
585	0.2555490494
586	0.2553050423
587	0.2550449371
588	0.2547051239
589	0.2545498276
590	0.2541750717
591	0.2539201736
592	0.2536501312
593	0.2535278702
594	0.2532954407
595	0.2530542183
596	0.2528277588
597	0.2525087547
598	0.2523427582
599	0.2520610046
600	0.2515602493
601	0.2514020157
602	0.2510293579
603	0.2508205032
604	0.2506309891
605	0.2503371048
606	0.2501609802
607	0.2498906517
608	0.2496273613
609	0.2494470787
610	0.2492005157
611	0.2487944031
612	0.2486236382
613	0.2483197403
614	0.248062439
615	0.2478577805
616	0.2477746201
617	0.2475419235
618	0.2473511887
619	0.2470831871
620	0.2467939186
621	0.2465474319
622	0.2463967133
623	0.246121254
624	0.2457661247
625	0.245475769
626	0.2452527046
627	0.2449356461
628	0.2447708893
629	0.2445925522
630	0.2443525314
631	0.2441933441
632	0.2439307022
633	0.2434909058
634	0.2432849884
635	0.2429339409
636	0.2426240158
637	0.2423891258
638	0.2421961021
639	0.2418349648
640	0.2416192627
641	0.2412926102
642	0.2410428047
643	0.2407749557
644	0.2405402184
645	0.2402497482
646	0.2400749588
647	0.2398177719
648	0.2395243835
649	0.2392660141
650	0.2389408112
651	0.2387020874
652	0.2383987427
653	0.238192749
654	0.2378715134
655	0.2375603867
656	0.237260704
657	0.2370069885
658	0.2368484116
659	0.2364892578
660	0.2362629509
661	0.2359347916
662	0.2357235146
663	0.2354577637
664	0.2350765228
665	0.23472435
666	0.2345046616
667	0.2342549896
668	0.2339652061
669	0.23380867
670	0.2335808372
671	0.2333621597
672	0.2331891251
673	0.2329350662
674	0.2327356339
675	0.2325429535
676	0.2323316956
677	0.2320662117
678	0.2315782738
679	0.2312039948
680	0.2308887863
681	0.2305699158
682	0.2303192902
683	0.2301233673
684	0.2298690033
685	0.2297291756
686	0.2295652771
687	0.2292744255
688	0.2290617371
689	0.2288178253
690	0.2285823059
691	0.2283697128
692	0.2281459999
693	0.227860527
694	0.2274777222
695	0.2272357368
696	0.227073822
697	0.2268205643
698	0.2264920044
699	0.2262586784
700	0.2259430122
701	0.2255857086
702	0.2254389
703	0.2252785492
704	0.2251039886
705	0.224850502
706	0.2246491241
707	0.2243950462
708	0.2242771912
709	0.2240373993
710	0.2237532043
711	0.2235143852
712	0.2232645226
713	0.2229990196
714	0.2227745438
715	0.2225292587
716	0.2223062515
717	0.2221841621
718	0.2219114685
719	0.221720047
720	0.2214723587
721	0.22134552
722	0.2211306381
723	0.2209684563
724	0.2206991005
725	0.220408287
726	0.2202011871
727	0.2200271797
728	0.2197832108
729	0.2194787788
730	0.219231739
731	0.2190712547
732	0.2189124298
733	0.2185801125
734	0.2183516502
735	0.21802145
736	0.2178399277
737	0.2176868439
738	0.2174618912
739	0.2172096062
740	0.2169491386
741	0.2166928482
742	0.216371727
743	0.2161053085
744	0.2159331131
745	0.215657692
746	0.2152839279
747	0.2149973679
748	0.2149162674
749	0.2146866226
750	0.2144557571
751	0.2141753006
752	0.2139595604
753	0.2136648941
754	0.2133646011
755	0.2132017326
756	0.2129994965
757	0.2127964592
758	0.2123880386
759	0.2122219086
760	0.2119432259
761	0.2116863823
762	0.2114936256
763	0.2112529373
764	0.2109134865
765	0.2106236649
766	0.2104841995
767	0.2102879333
768	0.2100634193
769	0.2098226166
770	0.2095738792
771	0.2093764114
772	0.2091711807
773	0.2090594101
774	0.2088493729
775	0.2084644699
776	0.2082322311
777	0.2079758072
778	0.2077886581
779	0.2075753403
780	0.2074474716
781	0.207207222
782	0.2069700623
783	0.2067294121
784	0.2063241005
785	0.2061430931
786	0.2060266495
787	0.2058081436
788	0.2055395508
789	0.2053515244
790	0.2051993179
791	0.2049418831
792	0.2047723007
793	0.2044813919
794	0.2042793083
795	0.2041391373
796	0.2039238358
797	0.203794632
798	0.2035981369
799	0.203403511
800	0.2030824661
801	0.2028827477
802	0.2026594162
803	0.2024411964
804	0.2022413254
805	0.2020160675
806	0.2019013214
807	0.201646328
808	0.2014974594
809	0.2013766479
810	0.2011497116
811	0.2011396599
812	0.2009830284
813	0.2007519913
814	0.200581665
815	0.2003607559
816	0.200255928
817	0.2000059128
818	0.1997952652
819	0.1995959091
820	0.1993985367
821	0.1991996574
822	0.1989967728
823	0.1987102318
824	0.1984670639
825	0.1981801987
826	0.1979956436
827	0.1979084015
828	0.1976410675
829	0.1974772072
830	0.1972754288
831	0.1971086311
832	0.1969569397
833	0.1967060089
834	0.1963613892
835	0.1961285591
836	0.1959066391
837	0.1956167412
838	0.1953987312
839	0.1951737595
840	0.1949944115
841	0.1948007011
842	0.1946233749
843	0.1944355965
844	0.1941476822
845	0.1938564301
846	0.1936346626
847	0.1935025215
848	0.1933889008
849	0.1931736946
850	0.1929660034
851	0.192691021
852	0.1925329971
853	0.1923972511
854	0.1922078705
855	0.1919546509
856	0.1917639351
857	0.1914475632
858	0.191233387
859	0.1910706329
860	0.1908501434
861	0.1905051422
862	0.1903084946
863	0.1901670456
864	0.1899353981
865	0.1897516823
866	0.1895796204
867	0.1893702698
868	0.1891959381
869	0.1889932251
870	0.1888471985
871	0.1886530685
872	0.1885318184
873	0.1883013916
874	0.1880234909
875	0.1878575325
876	0.1875637054
877	0.1872552109
878	0.1870408249
879	0.1867354965
880	0.1865780449
881	0.1863386917
882	0.1861985016
883	0.1860602379
884	0.1857889938
885	0.1855602074
886	0.1853597641
887	0.1851830292
888	0.1847787476
889	0.1845940399
890	0.1843771553
891	0.1842138481
892	0.1840526772
893	0.183832283
894	0.1836443329
895	0.1834333992
896	0.1832790375
897	0.1831358337
898	0.1828617477
899	0.182618084
900	0.1823905373
901	0.1821211243
902	0.1818096161
903	0.1816833305
904	0.1814448547
905	0.1811592484
906	0.1809683228
907	0.1807329369
908	0.1806293869
909	0.1804827499
910	0.1802824783
911	0.1799577713
912	0.1798181915
913	0.1797186661
914	0.1795396996
915	0.1793640137
916	0.1791470337
917	0.1789582825
918	0.1787405777
919	0.178621788
920	0.1784532547
921	0.1783441162
922	0.1781439972
923	0.1779269791
924	0.1777249908
925	0.1775862312
926	0.1773125076
927	0.177075882
928	0.1768418312
929	0.1766459274
930	0.1764193153
931	0.1763027
932	0.1761031342
933	0.175947113
934	0.1758394432
935	0.1755873299
936	0.175307312
937	0.1750927734
938	0.174900341
939	0.1747102737
940	0.174517746
941	0.1743120956
942	0.1741985703
943	0.1740579414
944	0.1738189316
945	0.1737341881
946	0.1736224747
947	0.1734166908
948	0.1732342911
949	0.1729290771
950	0.1727171898
951	0.1725416183
952	0.1723103333
953	0.1719961166
954	0.17177351
955	0.1715460968
956	0.1713589478
957	0.1712639236
958	0.1711869431
959	0.1709576797
960	0.1706346512
961	0.1704656601
962	0.1703783417
963	0.1702011681
964	0.169981575
965	0.1698268127
966	0.1696856689
967	0.1693849564
968	0.1692370987
969	0.1691004181
970	0.1689113045
971	0.1687325096
972	0.1684314156
973	0.1682788467
974	0.1681741524
975	0.1679659271
976	0.1678337479
977	0.167634697
978	0.1674694824
979	0.1672249222
980	0.1669119263
981	0.1666847229
982	0.1664743423
983	0.1662366104
984	0.166037941
985	0.1658830833
986	0.1658055687
987	0.1656264114
988	0.1654823685
989	0.1652317619
990	0.1650149345
991	0.1649685287
992	0.1647528648
993	0.1645838165
994	0.1643412018
995	0.1642261314
996	0.1640038681
997	0.1638205719
998	0.1637356949
999	0.16346241
